browser,user_id,t_timestamp,device,state,city,country,category,product_id,product_name,quantity,unit_price,line_revenue
Firefox,23b8c1e9,2026-01-11T16:31:03.148546Z,mobile,AL,Port Benjamin,EE,electronics,PROD_1055,Subject Electronics,1,350.11,350.11
Firefox,23b8c1e9,2026-01-11T16:31:03.148546Z,mobile,AL,Port Benjamin,EE,toys,PROD_1020,Choose Toys,1,181.83,181.83
Firefox,23b8c1e9,2026-01-11T16:31:03.148546Z,mobile,AL,Port Benjamin,EE,home,PROD_1168,Admit Home,3,168.23,504.69
Firefox,98ae4334,2026-01-11T16:31:03.159914Z,desktop,NH,Colleenshire,CN,books,PROD_1046,War Books,2,346.79,693.58
Firefox,98ae4334,2026-01-11T16:31:03.159914Z,desktop,NH,Colleenshire,CN,clothing,PROD_1195,Drop Clothing,3,43.21,129.63
Firefox,98ae4334,2026-01-11T16:31:03.159914Z,desktop,NH,Colleenshire,CN,electronics,PROD_1148,Give Electronics,1,284.43,284.43
Firefox,98ae4334,2026-01-11T16:31:03.159914Z,desktop,NH,Colleenshire,CN,books,PROD_1179,Build Books,1,163.8,163.80
Firefox,98ae4334,2026-01-11T16:31:03.159914Z,desktop,NH,Colleenshire,CN,home,PROD_1031,Region Home,4,378.02,1512.08
Firefox,972a8469,2026-01-11T16:31:03.367169Z,desktop,TN,Calderonbury,PG,toys,PROD_1027,Back Toys,2,319.89,639.78
Firefox,972a8469,2026-01-11T16:31:03.367169Z,desktop,TN,Calderonbury,PG,electronics,PROD_1117,Contain Electronics,2,166.04,332.08
Firefox,972a8469,2026-01-11T16:31:03.367169Z,desktop,TN,Calderonbury,PG,food,PROD_1138,Administration Food,1,81.99,81.99
Firefox,972a8469,2026-01-11T16:31:03.367169Z,desktop,TN,Calderonbury,PG,beauty,PROD_1185,Interesting Beauty,5,91.62,458.10
Firefox,972a8469,2026-01-11T16:31:03.367169Z,tablet,TN,Calderonbury,PG,toys,PROD_1027,Back Toys,2,319.89,639.78
Firefox,972a8469,2026-01-11T16:31:03.367169Z,tablet,TN,Calderonbury,PG,electronics,PROD_1117,Contain Electronics,2,166.04,332.08
