browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Chrome,f0b5465a,2026-01-19T17:43:06.505770Z,desktop,TN,Johnsonton,US,TechPro,beauty,PROD_2719,Basic Beauty Pack,5,429.21,2146.05
Chrome,f0b5465a,2026-01-19T17:43:06.505770Z,desktop,TN,Johnsonton,US,ValueBest,books,PROD_2198,Advanced Books Line,3,358.15,1074.45
Chrome,f0b5465a,2026-01-19T17:43:06.505770Z,desktop,TN,Johnsonton,US,ValueBest,food,PROD_2605,Ultra Food Line,1,201.98,201.98
Chrome,f0b5465a,2026-01-19T17:43:06.505770Z,desktop,TN,Johnsonton,US,EliteChoice,electronics,PROD_2431,Ultra Electronics Line,3,116.76,350.28
Chrome,f0b5465a,2026-01-19T17:43:06.505770Z,desktop,TN,Johnsonton,US,EliteChoice,electronics,PROD_1133,Pro Electronics Edition,5,48.64,243.20
Chrome,f2a22ddd,2026-01-19T17:43:07.564323Z,tablet,MN,Smithhaven,US,GreenLife,sports,PROD_1300,Professional Sports Series,4,77.38,309.52
Safari,3449ffc5,2026-01-19T17:45:31.774867Z,mobile,MI,Peterville,US,PremiumPlus,home,PROD_1355,Modern Home Set,5,215.56,1077.80
Safari,3449ffc5,2026-01-19T17:45:31.774867Z,mobile,MI,Peterville,US,HomeMax,electronics,PROD_1529,Advanced Electronics Version,3,172.4,517.20
Safari,3449ffc5,2026-01-19T17:45:31.774867Z,mobile,MI,Peterville,US,HomeMax,toys,PROD_2002,Essential Toys Series,5,191.46,957.30
Safari,3449ffc5,2026-01-19T17:45:31.774867Z,mobile,MI,Peterville,US,ValueBest,food,PROD_1473,Advanced Food Version,2,209.43,418.86
Firefox,cd7ebe52,2026-01-19T17:45:32.151073Z,desktop,TX,Lake Dawnmouth,US,PremiumPlus,sports,PROD_1921,Professional Sports Series,1,28.38,28.38
Firefox,cd7ebe52,2026-01-19T17:45:32.151073Z,desktop,TX,Lake Dawnmouth,US,PremiumPlus,clothing,PROD_2834,Classic Clothing Set,3,381.04,1143.12
Firefox,cd7ebe52,2026-01-19T17:45:32.151073Z,desktop,TX,Lake Dawnmouth,US,SportFlex,food,PROD_1149,Mega Food Line,4,132.5,530.00
Firefox,cd7ebe52,2026-01-19T17:45:32.151073Z,desktop,TX,Lake Dawnmouth,US,ValueBest,food,PROD_1815,Essential Food Version,5,316.74,1583.70
Firefox,cd7ebe52,2026-01-19T17:45:32.151073Z,desktop,TX,Lake Dawnmouth,US,EliteChoice,food,PROD_1913,Compact Food Set,1,78.29,78.29
Chrome,09ce4ed0,2026-01-19T17:45:33.761829Z,mobile,KY,North Steven,US,StyleCo,toys,PROD_2872,Basic Toys Pack,2,189.28,378.56
Chrome,09ce4ed0,2026-01-19T17:45:33.761829Z,mobile,KY,North Steven,US,ValueBest,electronics,PROD_1058,Premium Electronics Kit,4,255.82,1023.28
Chrome,09ce4ed0,2026-01-19T17:45:33.761829Z,mobile,KY,North Steven,US,GreenLife,home,PROD_1292,Ultimate Home Version,1,344.56,344.56
Chrome,09ce4ed0,2026-01-19T17:45:33.761829Z,mobile,KY,North Steven,US,GreenLife,electronics,PROD_1164,Advanced Electronics Pack,4,223.39,893.56
Chrome,09ce4ed0,2026-01-19T17:45:33.761829Z,mobile,KY,North Steven,US,ProGear,electronics,PROD_2295,Mega Electronics Line,1,240.08,240.08
Safari,a5b6c408,2026-01-19T17:45:34.030983Z,mobile,TX,Gonzalezfort,US,PremiumPlus,home,PROD_2253,Advanced Home Edition,5,16.1,80.50
