browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Chrome,5d925a7e,2026-01-19T17:45:50.388020Z,mobile,ME,Andradeside,US,TechPro,beauty,PROD_1252,Modern Beauty Kit,3,447.17,1341.51
Chrome,5d925a7e,2026-01-19T17:45:50.388020Z,mobile,ME,Andradeside,US,SmartChoice,sports,PROD_2785,Pro Sports Pack,2,365.83,731.66
Chrome,5d925a7e,2026-01-19T17:45:50.388020Z,mobile,ME,Andradeside,US,TechPro,sports,PROD_2292,Compact Sports Pack,2,142.39,284.78
Chrome,5d925a7e,2026-01-19T17:45:50.388020Z,mobile,ME,Andradeside,US,PremiumPlus,food,PROD_1821,Premium Food Version,2,423.42,846.84
Chrome,5d925a7e,2026-01-19T17:45:50.388020Z,mobile,ME,Andradeside,US,SportFlex,beauty,PROD_2071,Basic Beauty Model,5,463.22,2316.10
Safari,e71682ff,2026-01-19T17:45:51.402003Z,desktop,MH,East Bonnie,US,HomeMax,beauty,PROD_1403,Pro Beauty Kit,4,124.52,498.08
Safari,e71682ff,2026-01-19T17:45:51.402003Z,desktop,MH,East Bonnie,US,HomeMax,clothing,PROD_2076,Smart Clothing Series,2,329.7,659.40
Safari,e71682ff,2026-01-19T17:45:51.402003Z,desktop,MH,East Bonnie,US,ProGear,beauty,PROD_1929,Pro Beauty Set,2,64.42,128.84
Safari,3e347f68,2026-01-19T17:45:51.638269Z,mobile,AL,South Jared,US,PremiumPlus,food,PROD_2288,Advanced Food Edition,5,235.43,1177.15
Safari,3e347f68,2026-01-19T17:45:51.638269Z,mobile,AL,South Jared,US,StyleCo,electronics,PROD_2000,Advanced Electronics Series,2,206.7,413.40
Safari,1a39721c,2026-01-19T17:45:52.384083Z,mobile,MO,North Michael,US,EliteChoice,beauty,PROD_2978,Professional Beauty Model,5,151.73,758.65
Edge,7fbc24ab,2026-01-19T17:45:52.407115Z,desktop,AZ,New Dennismouth,US,HomeMax,home,PROD_2021,Essential Home Line,5,195.0,975.00
Edge,7fbc24ab,2026-01-19T17:45:52.407115Z,desktop,AZ,New Dennismouth,US,ProGear,beauty,PROD_1246,Essential Beauty Pack,3,92.36,277.08
Edge,7fbc24ab,2026-01-19T17:45:52.407115Z,desktop,AZ,New Dennismouth,US,SmartChoice,food,PROD_1343,Essential Food Bundle,4,421.9,1687.60
Edge,7fbc24ab,2026-01-19T17:45:52.407115Z,desktop,AZ,New Dennismouth,US,HomeMax,food,PROD_2054,Pro Food Line,5,32.73,163.65
Chrome,0946a8ef,2026-01-19T17:45:53.209391Z,tablet,OR,Nicoleview,US,EliteChoice,books,PROD_2625,Mega Books Bundle,4,126.5,506.00
Chrome,0946a8ef,2026-01-19T17:45:53.209391Z,tablet,OR,Nicoleview,US,EliteChoice,toys,PROD_1960,Advanced Toys Collection,3,346.35,1039.05
Chrome,0946a8ef,2026-01-19T17:45:53.209391Z,tablet,OR,Nicoleview,US,SmartChoice,toys,PROD_2271,Compact Toys Kit,2,392.69,785.38
Chrome,0946a8ef,2026-01-19T17:45:53.209391Z,tablet,OR,Nicoleview,US,ValueBest,home,PROD_2477,Ultimate Home Bundle,4,69.92,279.68
Edge,0946a8ef,2026-01-19T17:45:54.134044Z,tablet,TN,East Jackberg,US,GreenLife,books,PROD_2826,Basic Books Kit,4,344.06,1376.24
Edge,0946a8ef,2026-01-19T17:45:54.134044Z,tablet,TN,East Jackberg,US,PremiumPlus,electronics,PROD_2529,Compact Electronics Model,4,34.92,139.68
Edge,0946a8ef,2026-01-19T17:45:54.134044Z,tablet,TN,East Jackberg,US,SmartChoice,books,PROD_2225,Ultimate Books Set,1,110.24,110.24
Edge,0946a8ef,2026-01-19T17:45:54.134044Z,tablet,TN,East Jackberg,US,GreenLife,sports,PROD_1213,Elite Sports Bundle,4,314.8,1259.20
Firefox,03658260,2026-01-19T17:45:54.732659Z,tablet,VI,Johnburgh,US,StyleCo,food,PROD_2911,Smart Food Version,5,366.98,1834.90
Firefox,03658260,2026-01-19T17:45:54.732659Z,tablet,VI,Johnburgh,US,EliteChoice,clothing,PROD_2443,Smart Clothing Collection,2,180.33,360.66
