browser,user_id,t_timestamp,device,state,city,country,category,product_id,product_name,quantity,unit_price,line_revenue
Safari,db20a56e,2026-01-11T03:17:48.594146Z,tablet,NE,East Caitlin,PK,clothing,PROD_1082,Couple Clothing,1,124.41,124.41
Safari,db20a56e,2026-01-11T03:17:48.594146Z,tablet,NE,East Caitlin,PK,beauty,PROD_1145,Fear Beauty,3,393.33,1179.99
Safari,db20a56e,2026-01-11T03:17:48.594146Z,tablet,NE,East Caitlin,PK,electronics,PROD_1183,Professor Electronics,3,104.97,314.91
Safari,db20a56e,2026-01-11T03:17:48.594146Z,tablet,NE,East Caitlin,PK,food,PROD_1141,Series Food,3,274.27,822.81
Safari,db20a56e,2026-01-11T03:17:48.594146Z,tablet,NE,East Caitlin,PK,food,PROD_1019,Share Food,3,313.47,940.41
Firefox,29a3b2e9,2026-01-11T03:17:48.747231Z,desktop,AR,Kathleenland,WS,electronics,PROD_1079,Agency Electronics,2,476.83,953.66
Firefox,29a3b2e9,2026-01-11T03:17:48.747231Z,desktop,AR,Kathleenland,WS,beauty,PROD_1034,Program Beauty,4,482.97,1931.88
Firefox,29a3b2e9,2026-01-11T03:17:48.747231Z,desktop,AR,Kathleenland,WS,books,PROD_1162,Security Books,1,38.44,38.44
Firefox,29a3b2e9,2026-01-11T03:17:48.747231Z,desktop,AR,Kathleenland,WS,toys,PROD_1095,Quite Toys,2,207.11,414.22
Chrome,5fb8d16c,2026-01-11T03:17:48.799051Z,tablet,PA,Ellischester,MC,electronics,PROD_1125,Ground Electronics,4,26.6,106.40
Chrome,5fb8d16c,2026-01-11T03:17:48.799051Z,tablet,PA,Ellischester,MC,electronics,PROD_1017,Way Electronics,3,201.2,603.60
Chrome,5fb8d16c,2026-01-11T03:17:48.799051Z,tablet,PA,Ellischester,MC,home,PROD_1045,Long Home,5,465.11,2325.55
Chrome,5fb8d16c,2026-01-11T03:17:48.799051Z,tablet,PA,Ellischester,MC,home,PROD_1026,Culture Home,3,431.53,1294.59
Edge,371ecd7b,2026-01-11T03:17:48.958846Z,desktop,OR,New Sarahtown,AG,food,PROD_1171,Girl Food,2,395.23,790.46
Edge,371ecd7b,2026-01-11T03:17:48.958846Z,desktop,OR,New Sarahtown,AG,food,PROD_1047,End Food,4,166.91,667.64
Edge,371ecd7b,2026-01-11T03:17:48.958846Z,desktop,OR,New Sarahtown,AG,home,PROD_1139,Process Home,4,43.65,174.60
Edge,371ecd7b,2026-01-11T03:17:48.958846Z,desktop,OR,New Sarahtown,AG,food,PROD_1014,Next Food,3,79.83,239.49
