browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Chrome,a4447f8d,2026-01-19T17:39:38.141626Z,tablet,MD,North Josephbury,US,PremiumPlus,beauty,PROD_2475,Elite Beauty Version,1,441.41,441.41
Safari,a37f2cc5,2026-01-19T17:39:38.433487Z,desktop,IL,Hayesview,US,ValueBest,food,PROD_2049,Essential Food Bundle,1,378.62,378.62
Chrome,b549b498,2026-01-19T17:39:41.781513Z,mobile,NC,Port Dianeborough,US,TechPro,sports,PROD_1632,Basic Sports Line,1,309.14,309.14
Chrome,b549b498,2026-01-19T17:39:41.781513Z,mobile,NC,Port Dianeborough,US,EliteChoice,books,PROD_2251,Modern Books Collection,1,194.41,194.41
Chrome,b549b498,2026-01-19T17:39:41.781513Z,mobile,NC,Port Dianeborough,US,TechPro,toys,PROD_1538,Ultra Toys Series,1,339.99,339.99
Chrome,b549b498,2026-01-19T17:39:41.781513Z,mobile,NC,Port Dianeborough,US,SmartChoice,sports,PROD_1006,Modern Sports Kit,5,182.7,913.50
Chrome,b549b498,2026-01-19T17:39:41.781513Z,mobile,NC,Port Dianeborough,US,SportFlex,sports,PROD_2217,Pro Sports Line,5,376.16,1880.80
Edge,30801706,2026-01-19T17:39:42.091021Z,mobile,RI,Lake Matthew,US,EliteChoice,books,PROD_2289,Modern Books Bundle,5,226.74,1133.70
Edge,30801706,2026-01-19T17:39:42.091021Z,mobile,RI,Lake Matthew,US,TechPro,food,PROD_1104,Advanced Food Collection,1,181.96,181.96
Edge,30801706,2026-01-19T17:39:42.091021Z,mobile,RI,Lake Matthew,US,ValueBest,food,PROD_1421,Classic Food Kit,5,123.45,617.25
Edge,30801706,2026-01-19T17:39:42.091021Z,mobile,RI,Lake Matthew,US,ProGear,toys,PROD_2764,Mega Toys Version,3,109.61,328.83
Firefox,a5ceef64,2026-01-19T17:39:42.499742Z,tablet,DE,Brianberg,US,TechPro,sports,PROD_2269,Ultimate Sports Kit,2,235.59,471.18
Firefox,a5ceef64,2026-01-19T17:39:42.499742Z,tablet,DE,Brianberg,US,EliteChoice,home,PROD_2358,Basic Home Version,4,229.56,918.24
Firefox,a5ceef64,2026-01-19T17:39:42.499742Z,tablet,DE,Brianberg,US,ProGear,toys,PROD_1321,Ultimate Toys Kit,5,360.36,1801.80
Safari,55f857f9,2026-01-19T17:39:42.829007Z,desktop,OK,Leefurt,US,SmartChoice,electronics,PROD_2890,Premium Electronics Model,4,40.3,161.20
Safari,55f857f9,2026-01-19T17:39:42.829007Z,desktop,OK,Leefurt,US,SportFlex,home,PROD_2714,Ultra Home Edition,2,282.34,564.68
Safari,55f857f9,2026-01-19T17:39:42.829007Z,desktop,OK,Leefurt,US,SportFlex,sports,PROD_1568,Advanced Sports Kit,1,40.85,40.85
Safari,55f857f9,2026-01-19T17:39:42.829007Z,desktop,OK,Leefurt,US,GreenLife,sports,PROD_1092,Ultimate Sports Version,3,142.62,427.86
Edge,230ce3c8,2026-01-19T17:39:44.291410Z,desktop,CA,Smithchester,US,SmartChoice,books,PROD_1988,Pro Books Version,4,347.55,1390.20
Edge,230ce3c8,2026-01-19T17:39:44.291410Z,desktop,CA,Smithchester,US,HomeMax,beauty,PROD_1502,Premium Beauty Edition,4,121.03,484.12
Edge,230ce3c8,2026-01-19T17:39:44.291410Z,desktop,CA,Smithchester,US,SportFlex,toys,PROD_2926,Essential Toys Line,2,55.61,111.22
Edge,230ce3c8,2026-01-19T17:39:44.291410Z,desktop,CA,Smithchester,US,GreenLife,electronics,PROD_2802,Mega Electronics Kit,2,169.95,339.90
Edge,230ce3c8,2026-01-19T17:39:44.291410Z,desktop,CA,Smithchester,US,GreenLife,sports,PROD_1213,Elite Sports Bundle,1,300.24,300.24
Edge,6854348d,2026-01-19T17:39:45.855370Z,tablet,HI,Jacobview,US,ProGear,electronics,PROD_1001,Deluxe Electronics Set,2,113.18,226.36
Edge,6854348d,2026-01-19T17:39:45.855370Z,tablet,HI,Jacobview,US,SmartChoice,sports,PROD_1570,Deluxe Sports Collection,1,20.66,20.66
Safari,a6b0fd59,2026-01-19T17:39:45.887124Z,mobile,SC,Jasonburgh,US,ValueBest,sports,PROD_1197,Ultimate Sports Set,4,341.37,1365.48
Safari,a6b0fd59,2026-01-19T17:39:45.887124Z,mobile,SC,Jasonburgh,US,HomeMax,food,PROD_1303,Smart Food Kit,1,235.59,235.59
Safari,a6b0fd59,2026-01-19T17:39:45.887124Z,mobile,SC,Jasonburgh,US,ProGear,sports,PROD_2721,Ultra Sports Line,4,419.01,1676.04
Firefox,778a3a60,2026-01-19T17:39:45.947387Z,desktop,ND,Kelseyland,US,ProGear,electronics,PROD_1918,Advanced Electronics Set,5,231.3,1156.50
Safari,ff37d3ea,2026-01-19T17:39:46.890621Z,tablet,IL,North Jimmyville,US,SmartChoice,sports,PROD_2098,Mega Sports Kit,3,304.83,914.49
Safari,ff37d3ea,2026-01-19T17:39:46.890621Z,tablet,IL,North Jimmyville,US,EliteChoice,clothing,PROD_1297,Ultra Clothing Bundle,1,192.51,192.51
Safari,ff37d3ea,2026-01-19T17:39:46.890621Z,tablet,IL,North Jimmyville,US,GreenLife,books,PROD_1691,Elite Books Series,1,350.09,350.09
Safari,ff37d3ea,2026-01-19T17:39:46.890621Z,tablet,IL,North Jimmyville,US,GreenLife,home,PROD_2352,Deluxe Home Model,2,273.64,547.28
Safari,3c723c42,2026-01-19T17:39:47.201693Z,desktop,NJ,New Heatherhaven,US,EliteChoice,toys,PROD_1763,Pro Toys Pack,3,309.3,927.90
Safari,3c723c42,2026-01-19T17:39:47.201693Z,desktop,NJ,New Heatherhaven,US,PremiumPlus,home,PROD_1352,Pro Home Kit,4,423.27,1693.08
Edge,fd7b4754,2026-01-19T17:39:47.466110Z,mobile,ND,Ballport,US,GreenLife,food,PROD_2835,Professional Food Collection,4,326.15,1304.60
Edge,fd7b4754,2026-01-19T17:39:47.466110Z,mobile,ND,Ballport,US,EliteChoice,sports,PROD_2304,Ultra Sports Kit,5,188.89,944.45
Edge,fd7b4754,2026-01-19T17:39:47.466110Z,mobile,ND,Ballport,US,PremiumPlus,books,PROD_1952,Deluxe Books Edition,4,233.27,933.08
Edge,fd7b4754,2026-01-19T17:39:47.466110Z,mobile,ND,Ballport,US,SmartChoice,food,PROD_2132,Smart Food Pack,2,92.73,185.46
Edge,fd7b4754,2026-01-19T17:39:47.466110Z,mobile,ND,Ballport,US,PremiumPlus,home,PROD_1115,Ultimate Home Version,3,57.1,171.30
Edge,25615f4f,2026-01-19T17:39:49.497541Z,mobile,MP,Norrishaven,US,StyleCo,books,PROD_2416,Advanced Books Model,4,47.05,188.20
Edge,25615f4f,2026-01-19T17:39:49.497541Z,mobile,MP,Norrishaven,US,HomeMax,home,PROD_1610,Deluxe Home Pack,2,47.29,94.58
Edge,25615f4f,2026-01-19T17:39:49.497541Z,mobile,MP,Norrishaven,US,PremiumPlus,sports,PROD_2580,Smart Sports Set,2,65.36,130.72
Edge,25615f4f,2026-01-19T17:39:49.497541Z,mobile,MP,Norrishaven,US,TechPro,books,PROD_1627,Ultimate Books Set,5,398.34,1991.70
Safari,76e2a678,2026-01-19T17:39:49.874586Z,mobile,ND,New Victoriamouth,US,EliteChoice,home,PROD_1616,Advanced Home Line,2,286.37,572.74
Safari,76e2a678,2026-01-19T17:39:49.874586Z,mobile,ND,New Victoriamouth,US,SportFlex,electronics,PROD_2734,Ultra Electronics Version,3,279.92,839.76
Safari,76e2a678,2026-01-19T17:39:49.874586Z,mobile,ND,New Victoriamouth,US,EliteChoice,sports,PROD_1832,Modern Sports Collection,3,166.18,498.54
Chrome,a37f2cc5,2026-01-19T17:39:49.936967Z,tablet,GA,East Markburgh,US,HomeMax,toys,PROD_2002,Essential Toys Series,5,185.62,928.10
Chrome,a37f2cc5,2026-01-19T17:39:49.936967Z,tablet,GA,East Markburgh,US,ValueBest,food,PROD_1645,Modern Food Set,5,117.02,585.10
Chrome,a37f2cc5,2026-01-19T17:39:49.936967Z,tablet,GA,East Markburgh,US,ProGear,beauty,PROD_1733,Ultimate Beauty Version,2,252.01,504.02
Chrome,705b1804,2026-01-19T17:39:49.988361Z,mobile,ND,Waltersborough,US,SmartChoice,books,PROD_1045,Smart Books Pack,2,99.28,198.56
Chrome,705b1804,2026-01-19T17:39:49.988361Z,mobile,ND,Waltersborough,US,ProGear,sports,PROD_1222,Ultimate Sports Edition,5,81.75,408.75
Chrome,705b1804,2026-01-19T17:39:49.988361Z,mobile,ND,Waltersborough,US,SmartChoice,toys,PROD_1003,Ultimate Toys Series,3,49.64,148.92
Chrome,705b1804,2026-01-19T17:39:49.988361Z,mobile,ND,Waltersborough,US,ValueBest,home,PROD_1676,Mega Home Set,2,457.77,915.54
Edge,bb6c29ad,2026-01-19T17:39:58.470935Z,tablet,NH,North Hollymouth,US,StyleCo,toys,PROD_1037,Deluxe Toys Pack,2,440.5,881.00
Edge,bb6c29ad,2026-01-19T17:39:58.470935Z,tablet,NH,North Hollymouth,US,ProGear,electronics,PROD_1576,Advanced Electronics Set,5,254.05,1270.25
Edge,bb6c29ad,2026-01-19T17:39:58.470935Z,tablet,NH,North Hollymouth,US,StyleCo,clothing,PROD_2875,Premium Clothing Edition,4,216.92,867.68
Edge,bb6c29ad,2026-01-19T17:39:58.470935Z,tablet,NH,North Hollymouth,US,HomeMax,toys,PROD_2367,Elite Toys Pack,3,434.31,1302.93
Edge,b022da49,2026-01-19T17:39:59.617798Z,desktop,GA,Jonesland,US,GreenLife,food,PROD_2920,Advanced Food Collection,2,288.68,577.36
Edge,b022da49,2026-01-19T17:39:59.617798Z,desktop,GA,Jonesland,US,StyleCo,beauty,PROD_2139,Deluxe Beauty Collection,3,27.76,83.28
Firefox,20ea33be,2026-01-19T17:40:00.701546Z,mobile,ND,Shieldschester,US,PremiumPlus,clothing,PROD_2834,Classic Clothing Set,1,422.51,422.51
Firefox,20ea33be,2026-01-19T17:40:00.701546Z,mobile,ND,Shieldschester,US,SmartChoice,beauty,PROD_2524,Elite Beauty Series,3,342.37,1027.11
Firefox,20ea33be,2026-01-19T17:40:00.701546Z,mobile,ND,Shieldschester,US,GreenLife,clothing,PROD_2787,Pro Clothing Version,3,20.3,60.90
Firefox,20ea33be,2026-01-19T17:40:00.701546Z,mobile,ND,Shieldschester,US,PremiumPlus,sports,PROD_1356,Compact Sports Kit,2,84.93,169.86
Firefox,20ea33be,2026-01-19T17:40:00.701546Z,mobile,ND,Shieldschester,US,TechPro,books,PROD_2599,Smart Books Bundle,4,367.28,1469.12
Firefox,785338e6,2026-01-19T17:40:01.288464Z,desktop,NJ,Laurabury,US,SmartChoice,toys,PROD_2275,Compact Toys Set,1,423.85,423.85
Firefox,785338e6,2026-01-19T17:40:01.288464Z,desktop,NJ,Laurabury,US,StyleCo,electronics,PROD_2965,Modern Electronics Series,1,113.39,113.39
Firefox,785338e6,2026-01-19T17:40:01.288464Z,desktop,NJ,Laurabury,US,GreenLife,beauty,PROD_2118,Advanced Beauty Collection,3,369.35,1108.05
Firefox,785338e6,2026-01-19T17:40:01.288464Z,desktop,NJ,Laurabury,US,PremiumPlus,beauty,PROD_2955,Professional Beauty Set,3,203.51,610.53
Firefox,785338e6,2026-01-19T17:40:01.288464Z,desktop,NJ,Laurabury,US,StyleCo,food,PROD_1038,Basic Food Edition,2,86.96,173.92
Chrome,adeaba70,2026-01-19T17:40:03.111201Z,desktop,VA,Yorkborough,US,GreenLife,beauty,PROD_1797,Ultimate Beauty Edition,3,274.77,824.31
Chrome,adeaba70,2026-01-19T17:40:03.111201Z,desktop,VA,Yorkborough,US,PremiumPlus,beauty,PROD_1779,Premium Beauty Model,3,61.79,185.37
Chrome,320b9722,2026-01-19T17:40:03.906317Z,desktop,IN,Andresburgh,US,SmartChoice,food,PROD_2924,Pro Food Version,2,244.08,488.16
Chrome,320b9722,2026-01-19T17:40:03.906317Z,desktop,IN,Andresburgh,US,TechPro,clothing,PROD_2633,Classic Clothing Set,1,193.37,193.37
Chrome,320b9722,2026-01-19T17:40:03.906317Z,desktop,IN,Andresburgh,US,ValueBest,food,PROD_1645,Modern Food Set,1,120.58,120.58
Chrome,320b9722,2026-01-19T17:40:03.906317Z,desktop,IN,Andresburgh,US,TechPro,beauty,PROD_2675,Ultimate Beauty Bundle,3,183.09,549.27
Edge,4470a5d5,2026-01-19T17:40:04.121669Z,desktop,MS,Lake Thomasshire,US,HomeMax,beauty,PROD_2171,Basic Beauty Bundle,3,159.6,478.80
Edge,4470a5d5,2026-01-19T17:40:04.121669Z,desktop,MS,Lake Thomasshire,US,EliteChoice,sports,PROD_2375,Deluxe Sports Series,1,43.76,43.76
Edge,4470a5d5,2026-01-19T17:40:04.121669Z,desktop,MS,Lake Thomasshire,US,SmartChoice,home,PROD_2910,Professional Home Model,2,312.29,624.58
Edge,4470a5d5,2026-01-19T17:40:04.121669Z,desktop,MS,Lake Thomasshire,US,GreenLife,food,PROD_1869,Compact Food Set,1,54.63,54.63
Firefox,b8f1ff2c,2026-01-19T17:40:06.451106Z,tablet,MS,North Candiceton,US,HomeMax,clothing,PROD_1650,Advanced Clothing Model,1,114.66,114.66
Firefox,b8f1ff2c,2026-01-19T17:40:06.451106Z,tablet,MS,North Candiceton,US,EliteChoice,books,PROD_1735,Modern Books Edition,3,244.02,732.06
Firefox,b8f1ff2c,2026-01-19T17:40:06.451106Z,tablet,MS,North Candiceton,US,TechPro,sports,PROD_2571,Smart Sports Version,3,128.17,384.51
Firefox,b8f1ff2c,2026-01-19T17:40:06.451106Z,tablet,MS,North Candiceton,US,SmartChoice,toys,PROD_1428,Elite Toys Line,1,377.48,377.48
Chrome,777ee424,2026-01-19T17:40:07.923959Z,mobile,AR,Frenchborough,US,PremiumPlus,home,PROD_1355,Modern Home Set,1,209.56,209.56
