browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Edge,9a30baa8,2026-01-19T17:46:24.854505Z,mobile,NY,Deannaborough,US,SmartChoice,home,PROD_1291,Advanced Home Series,4,372.49,1489.96
Edge,9a30baa8,2026-01-19T17:46:24.854505Z,mobile,NY,Deannaborough,US,ProGear,sports,PROD_2391,Basic Sports Line,2,28.46,56.92
Edge,9a30baa8,2026-01-19T17:46:24.854505Z,mobile,NY,Deannaborough,US,StyleCo,beauty,PROD_2845,Professional Beauty Model,5,296.12,1480.60
Safari,30ec5958,2026-01-19T17:46:25.038191Z,desktop,SD,Evansview,US,TechPro,beauty,PROD_1252,Modern Beauty Kit,2,443.84,887.68
Safari,30ec5958,2026-01-19T17:46:25.038191Z,desktop,SD,Evansview,US,GreenLife,toys,PROD_2694,Pro Toys Version,4,482.67,1930.68
Safari,30ec5958,2026-01-19T17:46:25.038191Z,desktop,SD,Evansview,US,ValueBest,home,PROD_1324,Essential Home Set,4,343.93,1375.72
Safari,30ec5958,2026-01-19T17:46:25.038191Z,desktop,SD,Evansview,US,GreenLife,sports,PROD_1557,Basic Sports Kit,5,16.51,82.55
Edge,130086d7,2026-01-19T17:46:26.418880Z,tablet,ND,Robinsonshire,US,StyleCo,beauty,PROD_1007,Advanced Beauty Version,2,131.36,262.72
Edge,130086d7,2026-01-19T17:46:26.418880Z,tablet,ND,Robinsonshire,US,ValueBest,electronics,PROD_2466,Classic Electronics Set,4,228.96,915.84
Edge,130086d7,2026-01-19T17:46:26.418880Z,tablet,ND,Robinsonshire,US,EliteChoice,sports,PROD_1285,Essential Sports Series,5,238.93,1194.65
Edge,130086d7,2026-01-19T17:46:26.418880Z,tablet,ND,Robinsonshire,US,ProGear,electronics,PROD_2295,Mega Electronics Line,1,259.79,259.79
Safari,3ca5e9d2,2026-01-19T17:46:28.017988Z,tablet,ND,South Jessicaborough,US,EliteChoice,toys,PROD_2765,Professional Toys Series,4,338.47,1353.88
Safari,3ca5e9d2,2026-01-19T17:46:28.017988Z,tablet,ND,South Jessicaborough,US,TechPro,beauty,PROD_1252,Modern Beauty Kit,4,491.03,1964.12
Safari,3ca5e9d2,2026-01-19T17:46:28.017988Z,tablet,ND,South Jessicaborough,US,SmartChoice,electronics,PROD_2254,Ultimate Electronics Model,1,373.35,373.35
Safari,3ca5e9d2,2026-01-19T17:46:28.017988Z,tablet,ND,South Jessicaborough,US,EliteChoice,toys,PROD_2642,Essential Toys Edition,4,200.71,802.84
Safari,3ca5e9d2,2026-01-19T17:46:28.017988Z,tablet,ND,South Jessicaborough,US,SportFlex,sports,PROD_1780,Ultra Sports Collection,5,170.61,853.05
Chrome,4d5bfde4,2026-01-19T17:46:28.597594Z,tablet,NJ,Lake Dennis,US,PremiumPlus,toys,PROD_2113,Elite Toys Line,2,336.18,672.36
Chrome,4d5bfde4,2026-01-19T17:46:28.597594Z,tablet,NJ,Lake Dennis,US,PremiumPlus,electronics,PROD_2870,Deluxe Electronics Line,4,411.11,1644.44
Chrome,4d5bfde4,2026-01-19T17:46:28.597594Z,tablet,NJ,Lake Dennis,US,SportFlex,beauty,PROD_2240,Advanced Beauty Edition,3,297.81,893.43
Chrome,4d5bfde4,2026-01-19T17:46:28.597594Z,tablet,NJ,Lake Dennis,US,ProGear,sports,PROD_1276,Basic Sports Bundle,2,148.15,296.30
Chrome,4d5bfde4,2026-01-19T17:46:28.597594Z,tablet,NJ,Lake Dennis,US,SmartChoice,beauty,PROD_2733,Smart Beauty Line,1,192.25,192.25
Chrome,b8f93e90,2026-01-19T17:46:28.746468Z,desktop,AK,Jensenville,US,ProGear,beauty,PROD_1695,Essential Beauty Set,5,470.54,2352.70
Chrome,b8f93e90,2026-01-19T17:46:28.746468Z,desktop,AK,Jensenville,US,SportFlex,beauty,PROD_1508,Elite Beauty Edition,1,331.44,331.44
Chrome,b8f93e90,2026-01-19T17:46:28.746468Z,desktop,AK,Jensenville,US,SportFlex,books,PROD_1250,Pro Books Edition,2,254.04,508.08
Chrome,b8f93e90,2026-01-19T17:46:28.746468Z,desktop,AK,Jensenville,US,HomeMax,beauty,PROD_2263,Essential Beauty Model,1,159.84,159.84
Edge,12df721b,2026-01-19T17:46:29.098977Z,mobile,ID,Mckenzieburgh,US,ValueBest,clothing,PROD_1096,Premium Clothing Pack,3,54.86,164.58
Edge,12df721b,2026-01-19T17:46:29.098977Z,mobile,ID,Mckenzieburgh,US,SportFlex,sports,PROD_2728,Mega Sports Kit,5,131.2,656.00
Edge,12df721b,2026-01-19T17:46:29.098977Z,mobile,ID,Mckenzieburgh,US,PremiumPlus,clothing,PROD_1494,Premium Clothing Model,5,289.97,1449.85
Edge,50264ab2,2026-01-19T17:46:30.058233Z,mobile,SC,East Alexis,US,TechPro,electronics,PROD_2445,Professional Electronics Pack,2,38.96,77.92
Edge,50264ab2,2026-01-19T17:46:30.058233Z,mobile,SC,East Alexis,US,ProGear,sports,PROD_2669,Modern Sports Version,4,53.76,215.04
Firefox,ee1044e1,2026-01-19T17:46:30.075154Z,mobile,OR,Lake Jeffrey,US,EliteChoice,toys,PROD_2588,Ultimate Toys Collection,2,404.3,808.60
Firefox,ee1044e1,2026-01-19T17:46:30.075154Z,mobile,OR,Lake Jeffrey,US,PremiumPlus,books,PROD_1605,Pro Books Bundle,3,268.68,806.04
Firefox,ee1044e1,2026-01-19T17:46:30.075154Z,mobile,OR,Lake Jeffrey,US,HomeMax,toys,PROD_1382,Modern Toys Collection,3,311.45,934.35
Firefox,ee1044e1,2026-01-19T17:46:30.075154Z,mobile,OR,Lake Jeffrey,US,SmartChoice,clothing,PROD_1167,Pro Clothing Kit,2,124.54,249.08
Edge,ce6e91a9,2026-01-19T17:46:30.496228Z,desktop,NC,South Antonio,US,StyleCo,beauty,PROD_1330,Compact Beauty Series,5,140.8,704.00
Edge,ce6e91a9,2026-01-19T17:46:30.496228Z,desktop,NC,South Antonio,US,EliteChoice,beauty,PROD_2851,Deluxe Beauty Line,3,95.25,285.75
Edge,ce6e91a9,2026-01-19T17:46:30.496228Z,desktop,NC,South Antonio,US,GreenLife,home,PROD_2316,Classic Home Edition,2,168.94,337.88
Edge,ce6e91a9,2026-01-19T17:46:30.496228Z,desktop,NC,South Antonio,US,ValueBest,sports,PROD_1301,Advanced Sports Bundle,5,194.45,972.25
Chrome,cb2aed3f,2026-01-19T17:46:31.429919Z,tablet,RI,South Jessicaton,US,EliteChoice,electronics,PROD_1677,Basic Electronics Kit,4,258.03,1032.12
Chrome,cb2aed3f,2026-01-19T17:46:31.429919Z,tablet,RI,South Jessicaton,US,SportFlex,home,PROD_2714,Ultra Home Edition,5,313.77,1568.85
Chrome,cb2aed3f,2026-01-19T17:46:31.429919Z,tablet,RI,South Jessicaton,US,GreenLife,books,PROD_1196,Pro Books Model,1,275.56,275.56
Chrome,cb2aed3f,2026-01-19T17:46:31.429919Z,tablet,RI,South Jessicaton,US,StyleCo,food,PROD_1038,Basic Food Edition,3,90.6,271.80
Chrome,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,HomeMax,food,PROD_2586,Modern Food Model,2,122.91,245.82
Chrome,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,ProGear,electronics,PROD_1689,Ultra Electronics Bundle,3,101.3,303.90
Chrome,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,SmartChoice,beauty,PROD_2658,Classic Beauty Version,2,70.96,141.92
Chrome,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,GreenLife,food,PROD_1672,Pro Food Series,5,75.93,379.65
Chrome,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,HomeMax,beauty,PROD_2283,Professional Beauty Kit,4,281.35,1125.40
Edge,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,HomeMax,food,PROD_2586,Modern Food Model,2,122.91,245.82
Edge,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,ProGear,electronics,PROD_1689,Ultra Electronics Bundle,3,101.3,303.90
Edge,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,SmartChoice,beauty,PROD_2658,Classic Beauty Version,2,70.96,141.92
Edge,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,GreenLife,food,PROD_1672,Pro Food Series,5,75.93,379.65
Edge,77b6f2ab,2026-01-19T17:46:31.870035Z,tablet,HI,Simmonsfurt,US,HomeMax,beauty,PROD_2283,Professional Beauty Kit,4,281.35,1125.40
Edge,747f720b,2026-01-19T17:46:32.512627Z,tablet,PR,Younghaven,US,SmartChoice,electronics,PROD_2440,Professional Electronics Kit,2,323.59,647.18
Edge,406ee2f1,2026-01-19T17:46:33.507305Z,mobile,MD,North Mitchellstad,US,PremiumPlus,books,PROD_2656,Elite Books Edition,3,98.72,296.16
Edge,406ee2f1,2026-01-19T17:46:33.507305Z,mobile,MD,North Mitchellstad,US,ProGear,toys,PROD_1321,Ultimate Toys Kit,5,403.63,2018.15
Edge,406ee2f1,2026-01-19T17:46:33.507305Z,mobile,MD,North Mitchellstad,US,PremiumPlus,food,PROD_1192,Compact Food Kit,1,356.64,356.64
Edge,406ee2f1,2026-01-19T17:46:33.507305Z,mobile,MD,North Mitchellstad,US,SportFlex,clothing,PROD_1589,Modern Clothing Model,3,394.3,1182.90
Chrome,31aa69a7,2026-01-19T17:46:33.795044Z,mobile,MH,West Casey,US,HomeMax,sports,PROD_2008,Ultimate Sports Bundle,3,322.75,968.25
Chrome,31aa69a7,2026-01-19T17:46:33.795044Z,mobile,MH,West Casey,US,GreenLife,beauty,PROD_2099,Mega Beauty Bundle,4,93.7,374.80
Chrome,31aa69a7,2026-01-19T17:46:33.795044Z,mobile,MH,West Casey,US,TechPro,books,PROD_2531,Premium Books Version,2,266.46,532.92
Chrome,31aa69a7,2026-01-19T17:46:33.795044Z,mobile,MH,West Casey,US,EliteChoice,home,PROD_1897,Basic Home Model,1,262.17,262.17
Safari,9b7aab5a,2026-01-19T17:46:33.878804Z,tablet,MS,East Joyside,US,ValueBest,beauty,PROD_1729,Deluxe Beauty Collection,5,376.54,1882.70
Safari,9b7aab5a,2026-01-19T17:46:33.878804Z,tablet,MS,East Joyside,US,EliteChoice,sports,PROD_1634,Modern Sports Bundle,2,167.83,335.66
Safari,9b7aab5a,2026-01-19T17:46:33.878804Z,tablet,MS,East Joyside,US,ProGear,beauty,PROD_1177,Deluxe Beauty Pack,3,166.23,498.69
Safari,cb2aed3f,2026-01-19T17:46:34.024172Z,desktop,WV,Josephside,US,GreenLife,home,PROD_1358,Modern Home Collection,5,324.71,1623.55
Safari,cb2aed3f,2026-01-19T17:46:34.024172Z,desktop,WV,Josephside,US,ValueBest,sports,PROD_1257,Premium Sports Kit,4,252.4,1009.60
Safari,cb2aed3f,2026-01-19T17:46:34.024172Z,desktop,WV,Josephside,US,GreenLife,books,PROD_2272,Elite Books Model,4,366.23,1464.92
Safari,cb2aed3f,2026-01-19T17:46:34.024172Z,desktop,WV,Josephside,US,EliteChoice,home,PROD_2392,Professional Home Model,5,187.45,937.25
Safari,809ae1a1,2026-01-19T17:46:35.017542Z,mobile,GU,Ronaldmouth,US,StyleCo,home,PROD_2819,Ultimate Home Kit,4,243.1,972.40
Safari,809ae1a1,2026-01-19T17:46:35.017542Z,mobile,GU,Ronaldmouth,US,ProGear,electronics,PROD_2372,Smart Electronics Set,5,171.31,856.55
Safari,809ae1a1,2026-01-19T17:46:35.017542Z,mobile,GU,Ronaldmouth,US,HomeMax,clothing,PROD_1904,Modern Clothing Version,4,132.08,528.32
Safari,809ae1a1,2026-01-19T17:46:35.017542Z,mobile,GU,Ronaldmouth,US,StyleCo,food,PROD_2836,Essential Food Model,1,264.13,264.13
Firefox,b8da60af,2026-01-19T17:46:37.204746Z,mobile,NY,South Nicoleburgh,US,HomeMax,beauty,PROD_2486,Modern Beauty Collection,3,158.42,475.26
Firefox,b8da60af,2026-01-19T17:46:37.204746Z,mobile,NY,South Nicoleburgh,US,ValueBest,books,PROD_1380,Pro Books Collection,1,311.17,311.17
Firefox,b8da60af,2026-01-19T17:46:37.204746Z,mobile,NY,South Nicoleburgh,US,SmartChoice,clothing,PROD_1867,Pro Clothing Model,5,286.59,1432.95
Firefox,b8da60af,2026-01-19T17:46:37.204746Z,mobile,NY,South Nicoleburgh,US,GreenLife,food,PROD_2969,Smart Food Edition,5,423.27,2116.35
Firefox,b8da60af,2026-01-19T17:46:37.204746Z,mobile,NY,South Nicoleburgh,US,StyleCo,books,PROD_1663,Advanced Books Pack,2,321.44,642.88
Edge,5389d0fb,2026-01-19T17:46:38.657897Z,desktop,MA,North Tiffany,US,StyleCo,electronics,PROD_2553,Compact Electronics Model,5,260.09,1300.45
Edge,5389d0fb,2026-01-19T17:46:38.657897Z,desktop,MA,North Tiffany,US,EliteChoice,sports,PROD_1505,Compact Sports Model,3,180.34,541.02
Chrome,2ef310b9,2026-01-19T17:46:39.319190Z,mobile,HI,South Robin,US,HomeMax,beauty,PROD_2595,Professional Beauty Collection,4,73.33,293.32
Chrome,2ef310b9,2026-01-19T17:46:39.319190Z,mobile,HI,South Robin,US,GreenLife,clothing,PROD_2348,Classic Clothing Bundle,1,211.35,211.35
Chrome,2ef310b9,2026-01-19T17:46:39.319190Z,mobile,HI,South Robin,US,StyleCo,books,PROD_2429,Elite Books Set,1,158.2,158.20
Chrome,2ef310b9,2026-01-19T17:46:39.319190Z,mobile,HI,South Robin,US,TechPro,books,PROD_1451,Basic Books Line,2,61.34,122.68
Firefox,d1df6d45,2026-01-19T17:46:40.156277Z,desktop,HI,New Georgefort,US,StyleCo,electronics,PROD_2757,Basic Electronics Series,1,175.65,175.65
Firefox,d1df6d45,2026-01-19T17:46:40.156277Z,desktop,HI,New Georgefort,US,TechPro,books,PROD_1435,Ultra Books Collection,1,64.39,64.39
Firefox,d1df6d45,2026-01-19T17:46:40.156277Z,desktop,HI,New Georgefort,US,ProGear,food,PROD_2082,Smart Food Set,2,400.61,801.22
Safari,400f8d8c,2026-01-19T17:46:40.349209Z,desktop,NM,East Andrewville,US,GreenLife,beauty,PROD_1797,Ultimate Beauty Edition,4,288.27,1153.08
Safari,400f8d8c,2026-01-19T17:46:40.349209Z,desktop,NM,East Andrewville,US,PremiumPlus,food,PROD_1039,Classic Food Model,4,421.71,1686.84
Safari,400f8d8c,2026-01-19T17:46:40.349209Z,desktop,NM,East Andrewville,US,TechPro,beauty,PROD_2752,Professional Beauty Edition,4,324.42,1297.68
Safari,400f8d8c,2026-01-19T17:46:40.349209Z,desktop,NM,East Andrewville,US,GreenLife,books,PROD_2341,Elite Books Model,3,266.07,798.21
Safari,da5a7910,2026-01-19T17:46:41.206322Z,mobile,IL,Richardhaven,US,TechPro,sports,PROD_1843,Essential Sports Set,4,272.57,1090.28
Safari,da5a7910,2026-01-19T17:46:41.206322Z,mobile,IL,Richardhaven,US,ProGear,home,PROD_1223,Ultra Home Kit,2,294.45,588.90
Safari,da5a7910,2026-01-19T17:46:41.206322Z,mobile,IL,Richardhaven,US,EliteChoice,food,PROD_1806,Pro Food Series,3,369.57,1108.71
Safari,7d5f80eb,2026-01-19T17:46:41.429040Z,tablet,MP,Michaelmouth,US,StyleCo,electronics,PROD_2324,Advanced Electronics Model,5,454.65,2273.25
Safari,7d5f80eb,2026-01-19T17:46:41.429040Z,tablet,MP,Michaelmouth,US,ValueBest,electronics,PROD_2466,Classic Electronics Set,3,221.74,665.22
Safari,7d5f80eb,2026-01-19T17:46:41.429040Z,tablet,MP,Michaelmouth,US,EliteChoice,sports,PROD_2131,Ultimate Sports Set,1,252.29,252.29
Safari,87ee137f,2026-01-19T17:46:43.166928Z,tablet,MA,North Elizabethside,US,PremiumPlus,clothing,PROD_2140,Elite Clothing Model,1,141.9,141.90
Safari,87ee137f,2026-01-19T17:46:43.166928Z,tablet,MA,North Elizabethside,US,SportFlex,beauty,PROD_2071,Basic Beauty Model,5,423.06,2115.30
Safari,87ee137f,2026-01-19T17:46:43.166928Z,tablet,MA,North Elizabethside,US,SportFlex,toys,PROD_1329,Professional Toys Bundle,5,200.26,1001.30
Safari,87ee137f,2026-01-19T17:46:43.166928Z,tablet,MA,North Elizabethside,US,ValueBest,sports,PROD_1836,Pro Sports Line,1,46.25,46.25
Safari,87ee137f,2026-01-19T17:46:43.166928Z,tablet,MA,North Elizabethside,US,PremiumPlus,beauty,PROD_2157,Ultra Beauty Kit,2,48.25,96.50
Edge,1e75ff75,2026-01-19T17:46:43.902690Z,tablet,IN,Kimberlyside,US,SportFlex,sports,PROD_2065,Professional Sports Version,2,166.6,333.20
Edge,1e75ff75,2026-01-19T17:46:43.902690Z,tablet,IN,Kimberlyside,US,SmartChoice,books,PROD_2135,Ultimate Books Collection,2,98.89,197.78
Edge,1e75ff75,2026-01-19T17:46:43.902690Z,tablet,IN,Kimberlyside,US,ProGear,food,PROD_1363,Ultra Food Edition,3,103.63,310.89
Edge,1e75ff75,2026-01-19T17:46:43.902690Z,tablet,IN,Kimberlyside,US,PremiumPlus,books,PROD_1605,Pro Books Bundle,3,282.31,846.93
Edge,99487fea,2026-01-19T17:46:44.379677Z,mobile,MO,East Melissaborough,US,StyleCo,electronics,PROD_1772,Advanced Electronics Edition,4,71.77,287.08
Edge,99487fea,2026-01-19T17:46:44.379677Z,mobile,MO,East Melissaborough,US,EliteChoice,beauty,PROD_1528,Classic Beauty Pack,2,187.17,374.34
Edge,99487fea,2026-01-19T17:46:44.379677Z,mobile,MO,East Melissaborough,US,ProGear,beauty,PROD_2252,Classic Beauty Edition,2,149.69,299.38
Chrome,d654389c,2026-01-19T17:46:45.374102Z,tablet,ME,West Linda,US,TechPro,clothing,PROD_2782,Ultra Clothing Series,3,291.83,875.49
Chrome,d654389c,2026-01-19T17:46:45.374102Z,tablet,ME,West Linda,US,StyleCo,electronics,PROD_2880,Professional Electronics Set,5,60.88,304.40
Firefox,58893d60,2026-01-19T17:46:45.536756Z,mobile,CA,Lisashire,US,EliteChoice,clothing,PROD_2995,Mega Clothing Series,5,401.38,2006.90
Firefox,58893d60,2026-01-19T17:46:45.536756Z,mobile,CA,Lisashire,US,EliteChoice,food,PROD_2577,Mega Food Series,2,38.26,76.52
Firefox,58893d60,2026-01-19T17:46:45.536756Z,mobile,CA,Lisashire,US,StyleCo,toys,PROD_1996,Smart Toys Version,5,235.02,1175.10
Firefox,58893d60,2026-01-19T17:46:45.536756Z,mobile,CA,Lisashire,US,SportFlex,sports,PROD_2986,Classic Sports Kit,3,311.04,933.12
Firefox,58893d60,2026-01-19T17:46:45.536756Z,mobile,CA,Lisashire,US,EliteChoice,home,PROD_2879,Essential Home Collection,3,212.56,637.68
Chrome,58893d60,2026-01-19T17:46:45.536756Z,desktop,CA,Lisashire,US,EliteChoice,clothing,PROD_2995,Mega Clothing Series,5,401.38,2006.90
Chrome,58893d60,2026-01-19T17:46:45.536756Z,desktop,CA,Lisashire,US,EliteChoice,food,PROD_2577,Mega Food Series,2,38.26,76.52
Chrome,58893d60,2026-01-19T17:46:45.536756Z,desktop,CA,Lisashire,US,StyleCo,toys,PROD_1996,Smart Toys Version,5,235.02,1175.10
Chrome,58893d60,2026-01-19T17:46:45.536756Z,desktop,CA,Lisashire,US,SportFlex,sports,PROD_2986,Classic Sports Kit,3,311.04,933.12
Chrome,58893d60,2026-01-19T17:46:45.536756Z,desktop,CA,Lisashire,US,EliteChoice,home,PROD_2879,Essential Home Collection,3,212.56,637.68
Chrome,32b52ffe,2026-01-19T17:46:46.925670Z,tablet,ID,Muellerhaven,US,StyleCo,beauty,PROD_2474,Smart Beauty Model,1,146.22,146.22
Chrome,32b52ffe,2026-01-19T17:46:46.925670Z,tablet,ID,Muellerhaven,US,SmartChoice,electronics,PROD_2759,Smart Electronics Edition,2,379.29,758.58
Safari,ce6e91a9,2026-01-19T17:46:47.056463Z,tablet,UT,Leslieport,US,HomeMax,clothing,PROD_2076,Smart Clothing Series,5,385.63,1928.15
Safari,ce6e91a9,2026-01-19T17:46:47.056463Z,tablet,UT,Leslieport,US,StyleCo,food,PROD_2541,Smart Food Kit,4,99.43,397.72
Chrome,4ade768e,2026-01-19T17:46:47.699845Z,tablet,PW,West Bradley,US,PremiumPlus,toys,PROD_2555,Ultimate Toys Model,2,84.24,168.48
Chrome,4ade768e,2026-01-19T17:46:47.699845Z,tablet,PW,West Bradley,US,SportFlex,electronics,PROD_1784,Ultimate Electronics Line,2,269.58,539.16
Chrome,4ade768e,2026-01-19T17:46:47.699845Z,tablet,PW,West Bradley,US,GreenLife,electronics,PROD_2679,Pro Electronics Pack,1,57.92,57.92
Chrome,4ade768e,2026-01-19T17:46:47.699845Z,tablet,PW,West Bradley,US,ValueBest,sports,PROD_1294,Ultimate Sports Bundle,5,113.99,569.95
Edge,c0e080e4,2026-01-19T17:46:48.060766Z,mobile,GU,East Scottborough,US,ValueBest,food,PROD_1496,Compact Food Series,1,445.59,445.59
Edge,c0e080e4,2026-01-19T17:46:48.060766Z,mobile,GU,East Scottborough,US,ValueBest,clothing,PROD_2645,Essential Clothing Version,4,45.64,182.56
Edge,c0e080e4,2026-01-19T17:46:48.060766Z,mobile,GU,East Scottborough,US,GreenLife,sports,PROD_1818,Basic Sports Version,5,440.09,2200.45
Firefox,9d3857d6,2026-01-19T17:46:48.948656Z,desktop,IL,East Rebecca,US,SmartChoice,electronics,PROD_2254,Ultimate Electronics Model,1,379.48,379.48
Firefox,9d3857d6,2026-01-19T17:46:48.948656Z,desktop,IL,East Rebecca,US,GreenLife,electronics,PROD_2459,Mega Electronics Kit,3,396.72,1190.16
Firefox,ade3f306,2026-01-19T17:46:48.959139Z,mobile,NE,Morganstad,US,StyleCo,toys,PROD_1141,Ultra Toys Pack,5,351.87,1759.35
Firefox,ade3f306,2026-01-19T17:46:48.959139Z,mobile,NE,Morganstad,US,HomeMax,food,PROD_1443,Mega Food Edition,1,99.54,99.54
Firefox,ade3f306,2026-01-19T17:46:48.959139Z,mobile,NE,Morganstad,US,ValueBest,sports,PROD_1197,Ultimate Sports Set,5,325.01,1625.05
Firefox,ade3f306,2026-01-19T17:46:48.959139Z,mobile,NE,Morganstad,US,SportFlex,electronics,PROD_2405,Classic Electronics Version,4,251.15,1004.60
Firefox,99fd80c6,2026-01-19T17:43:23.404736Z,tablet,MI,Josephbury,US,SportFlex,food,PROD_2034,Professional Food Model,4,77.06,308.24
Firefox,99fd80c6,2026-01-19T17:43:23.404736Z,tablet,MI,Josephbury,US,PremiumPlus,beauty,PROD_2191,Elite Beauty Collection,4,384.64,1538.56
