browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Safari,750b4f21,2026-01-19T17:48:01.599826Z,desktop,OH,Lake Kristen,US,GreenLife,home,PROD_2406,Smart Home Bundle,4,265.68,1062.72
Safari,750b4f21,2026-01-19T17:48:01.599826Z,desktop,OH,Lake Kristen,US,StyleCo,books,PROD_2429,Elite Books Set,1,154.39,154.39
Safari,750b4f21,2026-01-19T17:48:01.599826Z,desktop,OH,Lake Kristen,US,SportFlex,toys,PROD_1175,Essential Toys Set,4,361.51,1446.04
Safari,750b4f21,2026-01-19T17:48:01.599826Z,desktop,OH,Lake Kristen,US,ProGear,home,PROD_2204,Modern Home Line,3,38.1,114.30
Safari,750b4f21,2026-01-19T17:48:01.599826Z,desktop,OH,Lake Kristen,US,EliteChoice,clothing,PROD_1254,Classic Clothing Line,5,435.39,2176.95
Edge,b26c905e,2026-01-19T17:48:01.609808Z,tablet,NC,Pricestad,US,SmartChoice,clothing,PROD_1167,Pro Clothing Kit,1,127.98,127.98
Edge,b26c905e,2026-01-19T17:48:01.609808Z,tablet,NC,Pricestad,US,SmartChoice,electronics,PROD_2254,Ultimate Electronics Model,4,387.0,1548.00
Edge,b26c905e,2026-01-19T17:48:01.609808Z,tablet,NC,Pricestad,US,SmartChoice,sports,PROD_1424,Professional Sports Edition,5,333.29,1666.45
Chrome,348d3c88,2026-01-19T17:48:02.363738Z,desktop,OR,North Annaberg,US,TechPro,home,PROD_1767,Modern Home Pack,3,438.98,1316.94
Chrome,348d3c88,2026-01-19T17:48:02.363738Z,desktop,OR,North Annaberg,US,SmartChoice,food,PROD_1533,Ultra Food Series,4,392.97,1571.88
Chrome,348d3c88,2026-01-19T17:48:02.363738Z,desktop,OR,North Annaberg,US,HomeMax,home,PROD_1064,Ultra Home Line,4,334.25,1337.00
Chrome,348d3c88,2026-01-19T17:48:02.363738Z,desktop,OR,North Annaberg,US,TechPro,home,PROD_2350,Compact Home Collection,3,414.66,1243.98
Chrome,348d3c88,2026-01-19T17:48:02.363738Z,desktop,OR,North Annaberg,US,HomeMax,beauty,PROD_2707,Classic Beauty Series,4,111.56,446.24
Safari,f4cdf70f,2026-01-19T17:48:02.456366Z,desktop,ND,Ashleyberg,US,SmartChoice,clothing,PROD_2499,Professional Clothing Pack,2,45.55,91.10
Safari,f4cdf70f,2026-01-19T17:48:02.456366Z,desktop,ND,Ashleyberg,US,SmartChoice,sports,PROD_2517,Deluxe Sports Edition,2,305.77,611.54
Safari,f4cdf70f,2026-01-19T17:48:02.456366Z,desktop,ND,Ashleyberg,US,EliteChoice,clothing,PROD_2528,Advanced Clothing Line,5,200.36,1001.80
Firefox,3b901056,2026-01-19T17:48:02.667442Z,tablet,AZ,Frederickfort,US,EliteChoice,food,PROD_1734,Ultra Food Edition,1,194.36,194.36
Firefox,3b901056,2026-01-19T17:48:02.667442Z,tablet,AZ,Frederickfort,US,ProGear,electronics,PROD_1001,Deluxe Electronics Set,1,114.27,114.27
Firefox,3b901056,2026-01-19T17:48:02.667442Z,tablet,AZ,Frederickfort,US,PremiumPlus,clothing,PROD_1004,Ultra Clothing Line,1,45.16,45.16
Firefox,ee8c63a2,2026-01-19T17:48:03.645058Z,mobile,MO,Rebeccastad,US,ValueBest,food,PROD_1065,Ultimate Food Set,5,43.33,216.65
Firefox,ee8c63a2,2026-01-19T17:48:03.645058Z,mobile,MO,Rebeccastad,US,SmartChoice,food,PROD_1664,Advanced Food Set,2,423.14,846.28
Safari,13367acd,2026-01-19T17:48:04.557204Z,mobile,PA,Jacksonborough,US,SmartChoice,beauty,PROD_2818,Smart Beauty Pack,2,426.42,852.84
Safari,13367acd,2026-01-19T17:48:04.557204Z,mobile,PA,Jacksonborough,US,SportFlex,clothing,PROD_2962,Essential Clothing Bundle,5,399.41,1997.05
Safari,13367acd,2026-01-19T17:48:04.557204Z,mobile,PA,Jacksonborough,US,TechPro,sports,PROD_2985,Ultimate Sports Collection,1,459.67,459.67
Edge,08ed1220,2026-01-19T17:48:04.597018Z,mobile,VI,East Kimberly,US,TechPro,home,PROD_2441,Ultra Home Pack,1,439.56,439.56
Edge,08ed1220,2026-01-19T17:48:04.597018Z,mobile,VI,East Kimberly,US,SmartChoice,books,PROD_2201,Modern Books Series,2,461.63,923.26
Firefox,f7500bb7,2026-01-19T17:48:04.969904Z,mobile,WI,Melissaland,US,PremiumPlus,books,PROD_2730,Ultimate Books Kit,5,179.99,899.95
Firefox,f7500bb7,2026-01-19T17:48:04.969904Z,mobile,WI,Melissaland,US,HomeMax,books,PROD_1479,Advanced Books Pack,2,383.47,766.94
Chrome,b9710d63,2026-01-19T17:48:05.012143Z,mobile,NE,New Michaelview,US,SportFlex,sports,PROD_2843,Premium Sports Series,2,75.92,151.84
Firefox,6f5e2ad0,2026-01-19T17:48:05.293271Z,tablet,ND,North Heather,US,TechPro,books,PROD_1087,Ultra Books Version,3,60.23,180.69
Firefox,6f5e2ad0,2026-01-19T17:48:05.293271Z,tablet,ND,North Heather,US,EliteChoice,clothing,PROD_2264,Premium Clothing Line,5,220.71,1103.55
Firefox,6f5e2ad0,2026-01-19T17:48:05.293271Z,tablet,ND,North Heather,US,ProGear,beauty,PROD_1013,Compact Beauty Pack,5,451.8,2259.00
Edge,f0e4e0dc,2026-01-19T17:48:06.150062Z,mobile,MT,East Ronaldburgh,US,SportFlex,clothing,PROD_2962,Essential Clothing Bundle,5,383.33,1916.65
Edge,f0e4e0dc,2026-01-19T17:48:06.150062Z,mobile,MT,East Ronaldburgh,US,SmartChoice,toys,PROD_2218,Compact Toys Pack,3,44.56,133.68
Edge,f0e4e0dc,2026-01-19T17:48:06.150062Z,mobile,MT,East Ronaldburgh,US,SportFlex,food,PROD_1796,Professional Food Set,2,17.04,34.08
Edge,f0e4e0dc,2026-01-19T17:48:06.150062Z,mobile,MT,East Ronaldburgh,US,EliteChoice,clothing,PROD_1807,Essential Clothing Line,5,64.87,324.35
Chrome,32c2fc3f,2026-01-19T17:48:06.415688Z,mobile,FM,Grayside,US,StyleCo,books,PROD_2416,Advanced Books Model,1,44.34,44.34
Chrome,32c2fc3f,2026-01-19T17:48:06.415688Z,mobile,FM,Grayside,US,GreenLife,sports,PROD_1849,Modern Sports Line,4,34.13,136.52
Chrome,32c2fc3f,2026-01-19T17:48:06.415688Z,mobile,FM,Grayside,US,SmartChoice,food,PROD_1259,Smart Food Kit,1,326.38,326.38
Chrome,32c2fc3f,2026-01-19T17:48:06.415688Z,mobile,FM,Grayside,US,PremiumPlus,books,PROD_1598,Classic Books Line,2,281.71,563.42
Edge,745ee985,2026-01-19T17:48:06.844943Z,desktop,CO,New Nathanview,US,TechPro,books,PROD_2097,Professional Books Kit,5,440.85,2204.25
Edge,745ee985,2026-01-19T17:48:06.844943Z,desktop,CO,New Nathanview,US,HomeMax,home,PROD_1309,Elite Home Line,3,169.29,507.87
Edge,745ee985,2026-01-19T17:48:06.844943Z,desktop,CO,New Nathanview,US,HomeMax,toys,PROD_2367,Elite Toys Pack,3,421.24,1263.72
Chrome,348d3c88,2026-01-19T17:48:07.214556Z,mobile,AR,East Jeremy,US,EliteChoice,sports,PROD_2259,Essential Sports Bundle,5,81.79,408.95
Chrome,348d3c88,2026-01-19T17:48:07.214556Z,mobile,AR,East Jeremy,US,HomeMax,sports,PROD_1915,Elite Sports Model,5,297.52,1487.60
Chrome,348d3c88,2026-01-19T17:48:07.214556Z,mobile,AR,East Jeremy,US,EliteChoice,home,PROD_2355,Compact Home Collection,2,124.09,248.18
Chrome,348d3c88,2026-01-19T17:48:07.214556Z,mobile,AR,East Jeremy,US,TechPro,beauty,PROD_1169,Basic Beauty Bundle,4,152.24,608.96
Safari,29046767,2026-01-19T17:48:07.709428Z,desktop,NC,North Joseph,US,ProGear,electronics,PROD_2805,Deluxe Electronics Bundle,5,163.57,817.85
Safari,29046767,2026-01-19T17:48:07.709428Z,desktop,NC,North Joseph,US,HomeMax,toys,PROD_1030,Deluxe Toys Kit,4,14.04,56.16
