browser,user_id,t_timestamp,device,state,city,country,brand,category,product_id,product_name,quantity,unit_price,line_revenue
Edge,9ff2d619,2026-01-19T17:46:09.235726Z,desktop,SD,Reedbury,US,ValueBest,beauty,PROD_1497,Pro Beauty Bundle,1,297.46,297.46
Edge,9ff2d619,2026-01-19T17:46:09.235726Z,desktop,SD,Reedbury,US,EliteChoice,books,PROD_2407,Mega Books Model,5,410.63,2053.15
Edge,9ff2d619,2026-01-19T17:46:09.235726Z,desktop,SD,Reedbury,US,ValueBest,clothing,PROD_2037,Deluxe Clothing Kit,2,69.32,138.64
Edge,9ff2d619,2026-01-19T17:46:09.235726Z,desktop,SD,Reedbury,US,EliteChoice,electronics,PROD_2893,Ultra Electronics Line,4,264.34,1057.36
Firefox,46feb5a0,2026-01-19T17:46:09.511115Z,desktop,UT,New Devonmouth,US,StyleCo,books,PROD_2017,Advanced Books Edition,5,145.51,727.55
Firefox,46feb5a0,2026-01-19T17:46:09.511115Z,desktop,UT,New Devonmouth,US,SportFlex,electronics,PROD_2405,Classic Electronics Version,4,257.54,1030.16
Firefox,46feb5a0,2026-01-19T17:46:09.511115Z,desktop,UT,New Devonmouth,US,EliteChoice,toys,PROD_2081,Smart Toys Model,2,86.17,172.34
Firefox,46feb5a0,2026-01-19T17:46:09.511115Z,desktop,UT,New Devonmouth,US,SmartChoice,beauty,PROD_2323,Deluxe Beauty Pack,1,23.81,23.81
Firefox,46feb5a0,2026-01-19T17:46:09.511115Z,desktop,UT,New Devonmouth,US,ValueBest,books,PROD_1637,Classic Books Edition,3,339.3,1017.90
Firefox,bd77fc4c,2026-01-19T17:46:10.059723Z,tablet,WV,Lisaberg,US,PremiumPlus,books,PROD_1754,Deluxe Books Kit,2,402.04,804.08
Firefox,bd77fc4c,2026-01-19T17:46:10.059723Z,tablet,WV,Lisaberg,US,StyleCo,electronics,PROD_1896,Ultra Electronics Edition,2,328.07,656.14
Safari,5fbafe52,2026-01-19T17:46:11.171276Z,mobile,VT,Lake Nathan,US,EliteChoice,books,PROD_1600,Smart Books Kit,4,305.83,1223.32
Safari,5fbafe52,2026-01-19T17:46:11.171276Z,mobile,VT,Lake Nathan,US,GreenLife,electronics,PROD_1118,Essential Electronics Version,5,394.37,1971.85
Safari,5fbafe52,2026-01-19T17:46:11.171276Z,mobile,VT,Lake Nathan,US,EliteChoice,toys,PROD_2941,Mega Toys Collection,5,414.54,2072.70
Safari,5fbafe52,2026-01-19T17:46:11.171276Z,mobile,VT,Lake Nathan,US,SmartChoice,food,PROD_1028,Classic Food Line,5,447.99,2239.95
Safari,5fbafe52,2026-01-19T17:46:11.171276Z,mobile,VT,Lake Nathan,US,TechPro,clothing,PROD_2003,Modern Clothing Bundle,2,140.22,280.44
Chrome,42d7d449,2026-01-19T17:46:11.415067Z,desktop,PW,Ronaldshire,US,GreenLife,sports,PROD_2842,Elite Sports Series,3,444.96,1334.88
Chrome,42d7d449,2026-01-19T17:46:11.415067Z,desktop,PW,Ronaldshire,US,ProGear,clothing,PROD_2105,Premium Clothing Version,4,284.21,1136.84
Chrome,42d7d449,2026-01-19T17:46:11.415067Z,desktop,PW,Ronaldshire,US,StyleCo,books,PROD_1103,Ultra Books Collection,1,336.56,336.56
Chrome,42d7d449,2026-01-19T17:46:11.415067Z,desktop,PW,Ronaldshire,US,StyleCo,books,PROD_1857,Pro Books Collection,2,93.79,187.58
Chrome,42d7d449,2026-01-19T17:46:11.415067Z,desktop,PW,Ronaldshire,US,HomeMax,food,PROD_1408,Mega Food Pack,1,351.82,351.82
Firefox,bc890fb8,2026-01-19T17:46:11.448233Z,desktop,VT,Hallstad,US,SmartChoice,clothing,PROD_1908,Compact Clothing Series,1,296.79,296.79
Firefox,bc890fb8,2026-01-19T17:46:11.448233Z,desktop,VT,Hallstad,US,PremiumPlus,home,PROD_2051,Classic Home Set,5,118.96,594.80
Firefox,bc890fb8,2026-01-19T17:46:11.448233Z,desktop,VT,Hallstad,US,GreenLife,beauty,PROD_2668,Essential Beauty Collection,3,51.68,155.04
Firefox,bc890fb8,2026-01-19T17:46:11.448233Z,desktop,VT,Hallstad,US,SmartChoice,electronics,PROD_2440,Professional Electronics Kit,3,329.31,987.93
Firefox,bc890fb8,2026-01-19T17:46:11.448233Z,desktop,VT,Hallstad,US,HomeMax,sports,PROD_1188,Premium Sports Set,3,370.71,1112.13
Edge,f2cf3868,2026-01-19T17:46:12.278703Z,tablet,MN,West Kelly,US,SmartChoice,home,PROD_2063,Deluxe Home Set,3,47.4,142.20
Safari,965a70a2,2026-01-19T17:46:13.005930Z,tablet,SC,Priceport,US,HomeMax,books,PROD_2471,Premium Books Kit,1,70.16,70.16
Safari,24d6470c,2026-01-19T17:46:13.768898Z,tablet,OK,Thomasmouth,US,ValueBest,toys,PROD_2044,Essential Toys Pack,5,391.21,1956.05
Safari,24d6470c,2026-01-19T17:46:13.768898Z,tablet,OK,Thomasmouth,US,HomeMax,food,PROD_2266,Pro Food Bundle,5,278.63,1393.15
Edge,3ddb9b52,2026-01-19T17:46:13.885313Z,tablet,KS,Alicialand,US,ValueBest,sports,PROD_2776,Basic Sports Version,2,319.01,638.02
Edge,3ddb9b52,2026-01-19T17:46:13.885313Z,tablet,KS,Alicialand,US,TechPro,beauty,PROD_2313,Deluxe Beauty Model,4,415.62,1662.48
Edge,3ddb9b52,2026-01-19T17:46:13.885313Z,tablet,KS,Alicialand,US,StyleCo,home,PROD_2592,Basic Home Collection,1,429.87,429.87
Edge,3ddb9b52,2026-01-19T17:46:13.885313Z,tablet,KS,Alicialand,US,StyleCo,books,PROD_1686,Advanced Books Kit,2,308.3,616.60
Edge,3ddb9b52,2026-01-19T17:46:13.885313Z,tablet,KS,Alicialand,US,SmartChoice,sports,PROD_1470,Ultimate Sports Model,1,82.39,82.39
Firefox,4cce0d45,2026-01-19T17:46:14.924122Z,mobile,MS,Smithberg,US,ValueBest,home,PROD_2584,Premium Home Series,1,207.57,207.57
Firefox,4cce0d45,2026-01-19T17:46:14.924122Z,mobile,MS,Smithberg,US,TechPro,sports,PROD_2292,Compact Sports Pack,5,142.37,711.85
Firefox,4cce0d45,2026-01-19T17:46:14.924122Z,mobile,MS,Smithberg,US,SportFlex,toys,PROD_2243,Classic Toys Line,2,141.71,283.42
Firefox,4cce0d45,2026-01-19T17:46:14.924122Z,mobile,MS,Smithberg,US,SmartChoice,sports,PROD_2098,Mega Sports Kit,4,312.37,1249.48
Firefox,4cce0d45,2026-01-19T17:46:14.924122Z,mobile,MS,Smithberg,US,ValueBest,food,PROD_1065,Ultimate Food Set,3,37.87,113.61
Chrome,dac84ee0,2026-01-19T17:46:15.183030Z,mobile,NV,Lake Nicholasburgh,US,ProGear,toys,PROD_1310,Smart Toys Series,2,70.02,140.04
Chrome,dac84ee0,2026-01-19T17:46:15.183030Z,mobile,NV,Lake Nicholasburgh,US,TechPro,clothing,PROD_1714,Professional Clothing Pack,5,205.18,1025.90
Edge,4470a5d5,2026-01-19T17:46:15.747871Z,mobile,NC,East April,US,ValueBest,clothing,PROD_2587,Ultimate Clothing Collection,1,337.67,337.67
Edge,4470a5d5,2026-01-19T17:46:15.747871Z,mobile,NC,East April,US,HomeMax,books,PROD_1699,Ultra Books Model,3,18.42,55.26
Edge,4470a5d5,2026-01-19T17:46:15.747871Z,mobile,NC,East April,US,SmartChoice,clothing,PROD_1728,Ultimate Clothing Bundle,3,35.45,106.35
Edge,4470a5d5,2026-01-19T17:46:15.747871Z,mobile,NC,East April,US,SportFlex,sports,PROD_2980,Deluxe Sports Edition,3,54.71,164.13
Safari,f2a22ddd,2026-01-19T17:46:16.017430Z,mobile,IN,New Lindsay,US,ProGear,electronics,PROD_1681,Advanced Electronics Line,3,211.75,635.25
Safari,f2a22ddd,2026-01-19T17:46:16.017430Z,mobile,IN,New Lindsay,US,ProGear,food,PROD_2497,Ultimate Food Collection,4,320.49,1281.96
Safari,f2a22ddd,2026-01-19T17:46:16.017430Z,mobile,IN,New Lindsay,US,StyleCo,toys,PROD_1594,Classic Toys Set,5,248.65,1243.25
Edge,d4552450,2026-01-19T17:46:16.461709Z,tablet,TX,Lake Amandaview,US,StyleCo,home,PROD_1019,Professional Home Version,4,443.91,1775.64
Edge,d4552450,2026-01-19T17:46:16.461709Z,tablet,TX,Lake Amandaview,US,TechPro,sports,PROD_2985,Ultimate Sports Collection,3,456.4,1369.20
Edge,d4552450,2026-01-19T17:46:16.461709Z,tablet,TX,Lake Amandaview,US,EliteChoice,toys,PROD_2154,Smart Toys Edition,4,164.87,659.48
Edge,e8b3375a,2026-01-19T17:46:16.542820Z,tablet,ID,Ronaldmouth,US,SmartChoice,food,PROD_1343,Essential Food Bundle,1,408.16,408.16
Edge,e8b3375a,2026-01-19T17:46:16.542820Z,tablet,ID,Ronaldmouth,US,TechPro,beauty,PROD_1642,Modern Beauty Bundle,5,111.28,556.40
Edge,da3ec1fa,2026-01-19T17:46:16.741777Z,desktop,PA,Anthonychester,US,StyleCo,beauty,PROD_1932,Pro Beauty Pack,2,447.34,894.68
Edge,da3ec1fa,2026-01-19T17:46:16.741777Z,desktop,PA,Anthonychester,US,SportFlex,clothing,PROD_1981,Essential Clothing Line,2,429.7,859.40
Edge,da3ec1fa,2026-01-19T17:46:16.741777Z,desktop,PA,Anthonychester,US,ValueBest,books,PROD_1082,Advanced Books Collection,3,212.84,638.52
Edge,da3ec1fa,2026-01-19T17:46:16.741777Z,desktop,PA,Anthonychester,US,PremiumPlus,books,PROD_1605,Pro Books Bundle,3,275.08,825.24
Edge,bbb52e76,2026-01-19T17:46:17.082407Z,desktop,CT,New Victoria,US,SportFlex,books,PROD_1270,Pro Books Model,1,375.87,375.87
Edge,bbb52e76,2026-01-19T17:46:17.082407Z,desktop,CT,New Victoria,US,TechPro,clothing,PROD_2864,Essential Clothing Pack,3,170.95,512.85
Edge,bbb52e76,2026-01-19T17:46:17.082407Z,desktop,CT,New Victoria,US,SportFlex,beauty,PROD_2837,Advanced Beauty Set,1,283.72,283.72
Edge,bbb52e76,2026-01-19T17:46:17.082407Z,desktop,CT,New Victoria,US,TechPro,beauty,PROD_1656,Mega Beauty Kit,4,326.26,1305.04
Edge,bbb52e76,2026-01-19T17:46:17.082407Z,desktop,CT,New Victoria,US,TechPro,food,PROD_1552,Elite Food Line,1,68.08,68.08
Safari,e563b532,2026-01-19T17:46:17.237382Z,tablet,FM,Port Melanieberg,US,StyleCo,beauty,PROD_1007,Advanced Beauty Version,3,128.24,384.72
Safari,e563b532,2026-01-19T17:46:17.237382Z,tablet,FM,Port Melanieberg,US,SmartChoice,books,PROD_2831,Ultimate Books Series,1,347.66,347.66
Safari,e563b532,2026-01-19T17:46:17.237382Z,tablet,FM,Port Melanieberg,US,GreenLife,sports,PROD_1849,Modern Sports Line,2,37.86,75.72
Safari,e563b532,2026-01-19T17:46:17.237382Z,tablet,FM,Port Melanieberg,US,SportFlex,toys,PROD_2103,Modern Toys Set,5,395.42,1977.10
Chrome,24d6470c,2026-01-19T17:46:17.374305Z,mobile,SD,New Kevin,US,HomeMax,books,PROD_2471,Premium Books Kit,5,70.0,350.00
Chrome,24d6470c,2026-01-19T17:46:17.374305Z,mobile,SD,New Kevin,US,SportFlex,home,PROD_1571,Basic Home Model,4,178.85,715.40
Chrome,db1f55a2,2026-01-19T17:46:53.549390Z,mobile,TX,Sabrinaville,US,PremiumPlus,clothing,PROD_2878,Basic Clothing Series,5,202.82,1014.10
Chrome,db1f55a2,2026-01-19T17:46:53.549390Z,mobile,TX,Sabrinaville,US,EliteChoice,food,PROD_2622,Essential Food Version,1,263.9,263.90
Chrome,66d6e1b0,2026-01-19T17:46:53.854208Z,desktop,TX,Anthonychester,US,SmartChoice,beauty,PROD_2658,Classic Beauty Version,5,79.81,399.05
Chrome,66d6e1b0,2026-01-19T17:46:53.854208Z,desktop,TX,Anthonychester,US,ValueBest,food,PROD_2385,Ultra Food Kit,4,163.76,655.04
Chrome,66d6e1b0,2026-01-19T17:46:53.854208Z,desktop,TX,Anthonychester,US,GreenLife,food,PROD_2335,Professional Food Edition,3,483.64,1450.92
Edge,930408ef,2026-01-19T17:46:54.240083Z,tablet,AK,Gutierrezmouth,US,SmartChoice,clothing,PROD_2906,Mega Clothing Model,1,401.51,401.51
Edge,930408ef,2026-01-19T17:46:54.240083Z,tablet,AK,Gutierrezmouth,US,ProGear,beauty,PROD_1733,Ultimate Beauty Version,3,255.24,765.72
Edge,930408ef,2026-01-19T17:46:54.240083Z,tablet,AK,Gutierrezmouth,US,EliteChoice,books,PROD_2581,Ultimate Books Bundle,1,149.23,149.23
Edge,930408ef,2026-01-19T17:46:54.240083Z,tablet,AK,Gutierrezmouth,US,GreenLife,food,PROD_2043,Classic Food Kit,4,236.56,946.24
Chrome,10081726,2026-01-19T17:46:54.262312Z,tablet,FL,Dawnport,US,EliteChoice,home,PROD_2110,Ultra Home Kit,1,166.24,166.24
Firefox,2f52a2d2,2026-01-19T17:46:54.811883Z,desktop,OH,Richardshaven,US,PremiumPlus,toys,PROD_1371,Mega Toys Collection,1,33.29,33.29
Firefox,2f52a2d2,2026-01-19T17:46:54.811883Z,desktop,OH,Richardshaven,US,GreenLife,toys,PROD_1892,Elite Toys Bundle,1,197.16,197.16
Firefox,2f52a2d2,2026-01-19T17:46:54.811883Z,desktop,OH,Richardshaven,US,EliteChoice,toys,PROD_2327,Classic Toys Edition,1,233.51,233.51
Firefox,2f52a2d2,2026-01-19T17:46:54.811883Z,desktop,OH,Richardshaven,US,StyleCo,home,PROD_1019,Professional Home Version,4,443.84,1775.36
Firefox,49bb0bd0,2026-01-19T17:46:55.779684Z,desktop,CA,South Helen,US,StyleCo,books,PROD_2664,Classic Books Set,3,131.02,393.06
Firefox,49bb0bd0,2026-01-19T17:46:55.779684Z,desktop,CA,South Helen,US,SmartChoice,sports,PROD_1800,Premium Sports Model,1,450.96,450.96
Firefox,49bb0bd0,2026-01-19T17:46:55.779684Z,desktop,CA,South Helen,US,SmartChoice,clothing,PROD_2906,Mega Clothing Model,2,399.63,799.26
Safari,acf4a1a1,2026-01-19T17:46:57.265545Z,desktop,NM,Stricklandmouth,US,GreenLife,home,PROD_2282,Advanced Home Set,2,201.88,403.76
Safari,acf4a1a1,2026-01-19T17:46:57.265545Z,desktop,NM,Stricklandmouth,US,TechPro,clothing,PROD_2598,Basic Clothing Set,4,97.42,389.68
Firefox,26cbbce9,2026-01-19T17:46:59.317402Z,desktop,MP,North Shawnton,US,GreenLife,toys,PROD_2073,Compact Toys Model,5,45.92,229.60
Firefox,26cbbce9,2026-01-19T17:46:59.317402Z,desktop,MP,North Shawnton,US,PremiumPlus,books,PROD_2151,Deluxe Books Edition,5,275.29,1376.45
Firefox,26cbbce9,2026-01-19T17:46:59.317402Z,desktop,MP,North Shawnton,US,ValueBest,beauty,PROD_2699,Pro Beauty Model,4,17.3,69.20
Firefox,26cbbce9,2026-01-19T17:46:59.317402Z,desktop,MP,North Shawnton,US,StyleCo,sports,PROD_2013,Ultra Sports Collection,4,138.17,552.68
Firefox,26cbbce9,2026-01-19T17:46:59.317402Z,desktop,MP,North Shawnton,US,SportFlex,sports,PROD_1692,Essential Sports Pack,1,326.97,326.97
Chrome,3b94bdc6,2026-01-19T17:46:59.771496Z,desktop,KY,Lisafort,US,StyleCo,sports,PROD_2059,Smart Sports Pack,4,429.84,1719.36
Chrome,3b94bdc6,2026-01-19T17:46:59.771496Z,desktop,KY,Lisafort,US,TechPro,beauty,PROD_1302,Compact Beauty Model,5,68.74,343.70
Chrome,3b94bdc6,2026-01-19T17:46:59.771496Z,desktop,KY,Lisafort,US,SmartChoice,beauty,PROD_2414,Professional Beauty Line,5,112.4,562.00
Chrome,3b94bdc6,2026-01-19T17:46:59.771496Z,desktop,KY,Lisafort,US,HomeMax,clothing,PROD_1442,Compact Clothing Set,5,419.98,2099.90
Chrome,3b94bdc6,2026-01-19T17:46:59.771496Z,desktop,KY,Lisafort,US,SmartChoice,beauty,PROD_1370,Essential Beauty Line,2,83.1,166.20
Edge,df6e3a8e,2026-01-19T17:47:00.267400Z,mobile,RI,Deannaside,US,ValueBest,clothing,PROD_2314,Ultimate Clothing Collection,5,247.95,1239.75
Edge,df6e3a8e,2026-01-19T17:47:00.267400Z,mobile,RI,Deannaside,US,EliteChoice,sports,PROD_2304,Ultra Sports Kit,5,201.07,1005.35
Edge,df6e3a8e,2026-01-19T17:47:00.267400Z,mobile,RI,Deannaside,US,SportFlex,home,PROD_2077,Premium Home Version,1,64.05,64.05
Edge,df6e3a8e,2026-01-19T17:47:00.267400Z,mobile,RI,Deannaside,US,HomeMax,sports,PROD_1188,Premium Sports Set,1,375.1,375.10
Safari,dd9c89a0,2026-01-19T17:47:00.436823Z,tablet,AZ,East Steven,US,GreenLife,home,PROD_2230,Ultimate Home Bundle,2,239.35,478.70
Safari,dd9c89a0,2026-01-19T17:47:00.436823Z,tablet,AZ,East Steven,US,TechPro,clothing,PROD_1219,Ultimate Clothing Bundle,4,445.21,1780.84
Firefox,59af18df,2026-01-19T17:47:01.617232Z,mobile,TX,Stevenfurt,US,EliteChoice,sports,PROD_1409,Elite Sports Line,1,197.63,197.63
Firefox,59af18df,2026-01-19T17:47:01.617232Z,mobile,TX,Stevenfurt,US,ProGear,electronics,PROD_1814,Ultimate Electronics Collection,5,364.73,1823.65
Firefox,59af18df,2026-01-19T17:47:01.617232Z,mobile,TX,Stevenfurt,US,PremiumPlus,home,PROD_1485,Modern Home Edition,3,416.15,1248.45
Firefox,59af18df,2026-01-19T17:47:01.617232Z,mobile,TX,Stevenfurt,US,ValueBest,clothing,PROD_2037,Deluxe Clothing Kit,3,69.89,209.67
Firefox,9faf2871,2026-01-19T17:47:01.665243Z,tablet,OK,Montoyaview,US,ProGear,books,PROD_1564,Mega Books Set,1,284.71,284.71
Firefox,9faf2871,2026-01-19T17:47:01.665243Z,tablet,OK,Montoyaview,US,ProGear,beauty,PROD_1225,Elite Beauty Kit,1,304.38,304.38
Firefox,9faf2871,2026-01-19T17:47:01.665243Z,tablet,OK,Montoyaview,US,TechPro,electronics,PROD_1657,Premium Electronics Pack,3,317.82,953.46
Firefox,9faf2871,2026-01-19T17:47:01.665243Z,tablet,OK,Montoyaview,US,ProGear,toys,PROD_1340,Ultimate Toys Line,1,250.72,250.72
Chrome,9411828e,2026-01-19T17:47:01.685729Z,desktop,KS,Amandaville,US,ProGear,beauty,PROD_2412,Ultra Beauty Kit,3,301.17,903.51
Chrome,9411828e,2026-01-19T17:47:01.685729Z,desktop,KS,Amandaville,US,ProGear,sports,PROD_2669,Modern Sports Version,4,53.84,215.36
Chrome,9411828e,2026-01-19T17:47:01.685729Z,desktop,KS,Amandaville,US,PremiumPlus,toys,PROD_1418,Ultra Toys Model,2,413.19,826.38
