browser,user_id,t_timestamp,device,state,city,country,category,product_id,product_name,quantity,unit_price,line_revenue
Safari,17fc695a,2026-01-11T03:17:07.982692Z,mobile,MI,Jamesberg,KZ,books,PROD_1050,Style Books,1,66.6,66.60
Safari,17fc695a,2026-01-11T03:17:07.982692Z,mobile,MI,Jamesberg,KZ,beauty,PROD_1108,Political Beauty,2,202.9,405.80
Safari,17fc695a,2026-01-11T03:17:07.982692Z,mobile,MI,Jamesberg,KZ,books,PROD_1038,Necessary Books,3,432.45,1297.35
Safari,0e51f30d,2026-01-11T03:17:08.037354Z,mobile,SC,New Alexanderton,TL,food,PROD_1097,Lay Food,2,460.03,920.06
Safari,0e51f30d,2026-01-11T03:17:08.037354Z,mobile,SC,New Alexanderton,TL,electronics,PROD_1003,Power Electronics,5,249.26,1246.30
Edge,134c6c92,2026-01-11T03:17:08.136879Z,tablet,WI,Joelview,DK,electronics,PROD_1048,Attorney Electronics,4,329.91,1319.64
Firefox,ddd1dfb2,2026-01-11T03:17:08.294615Z,mobile,NV,Chambersburgh,HR,food,PROD_1056,Yourself Food,3,435.77,1307.31
Firefox,ddd1dfb2,2026-01-11T03:17:08.294615Z,mobile,NV,Chambersburgh,HR,toys,PROD_1046,Claim Toys,5,169.4,847.00
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,home,PROD_1084,Head Home,1,162.93,162.93
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,toys,PROD_1003,Behind Toys,3,103.32,309.96
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,home,PROD_1030,Its Home,5,236.75,1183.75
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,books,PROD_1167,Everything Books,3,267.23,801.69
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,home,PROD_1084,Head Home,1,162.93,162.93
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,toys,PROD_1003,Behind Toys,3,103.32,309.96
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,home,PROD_1030,Its Home,5,236.75,1183.75
Edge,ddd1dfb2,2026-01-11T03:17:08.352934Z,desktop,KS,Thomasbury,MG,books,PROD_1167,Everything Books,3,267.23,801.69
Chrome,3da9c2a9,2026-01-11T03:17:08.364331Z,tablet,FL,Samuelburgh,MN,beauty,PROD_1106,Six Beauty,3,265.84,797.52
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,food,PROD_1198,Where Food,3,119.16,357.48
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,beauty,PROD_1199,Collection Beauty,4,125.46,501.84
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,food,PROD_1167,Matter Food,3,68.93,206.79
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,home,PROD_1129,Read Home,3,319.07,957.21
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,sports,PROD_1053,Lead Sports,5,371.92,1859.60
Firefox,dc713d96,2026-01-11T03:17:08.483609Z,mobile,NV,Eddieland,PS,food,PROD_1198,Where Food,3,119.16,357.48
Firefox,dc713d96,2026-01-11T03:17:08.483609Z,mobile,NV,Eddieland,PS,beauty,PROD_1199,Collection Beauty,4,125.46,501.84
Firefox,dc713d96,2026-01-11T03:17:08.483609Z,mobile,NV,Eddieland,PS,food,PROD_1167,Matter Food,3,68.93,206.79
Firefox,dc713d96,2026-01-11T03:17:08.483609Z,mobile,NV,Eddieland,PS,home,PROD_1129,Read Home,3,319.07,957.21
Firefox,dc713d96,2026-01-11T03:17:08.483609Z,mobile,NV,Eddieland,PS,sports,PROD_1053,Lead Sports,5,371.92,1859.60
Chrome,dc713d96,2026-01-11T03:17:08.483609Z,tablet,NV,Eddieland,PS,food,PROD_1198,Where Food,3,119.16,357.48
